"","WaterYear","Month","ResID","ResName","ResNameAbbrev","FieldID","FieldName","FieldUnits","MonthlyValue"
"2672",1981,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",156394.023533
"2673",1981,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.310203022
"2674",1981,10,919,"Lake Powell","Powell",42,"Total Release","cfs",391740
"2675",1981,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.77700495859
"2676",1981,10,921,"Lake Mead","Mead",42,"Total Release","cfs",497530
"2677",1981,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9868363637
"2678",1981,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05346349627
"2679",1981,11,919,"Lake Powell","Powell",29,"Inflow","cfs",283301.4129
"2680",1981,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5619201573
"2681",1981,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",199262.76602
"2682",1981,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.39523193284
"2683",1981,11,919,"Lake Powell","Powell",42,"Total Release","cfs",471860
"2684",1981,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9359206615
"2685",1981,11,921,"Lake Mead","Mead",42,"Total Release","cfs",421870
"2686",1981,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8367669422
"2687",1981,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.0421827712
"2688",1981,12,919,"Lake Powell","Powell",29,"Inflow","cfs",284441.29716
"2689",1981,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5641810853
"2690",1981,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",206079.93412
"2691",1981,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.40875358822
"2692",1981,12,919,"Lake Powell","Powell",42,"Total Release","cfs",385850
"2693",1981,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7653223144
"2694",1981,12,921,"Lake Mead","Mead",42,"Total Release","cfs",446300
"2695",1981,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.885223141
"2696",1982,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.01231178163
"2697",1982,1,919,"Lake Powell","Powell",29,"Inflow","cfs",182470.38982
"2698",1982,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.361924740531
"2699",1982,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",141910.26348
"2700",1982,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.28147490274
"2701",1982,1,919,"Lake Powell","Powell",42,"Total Release","cfs",449820
"2702",1982,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8922049587
"2703",1982,1,921,"Lake Mead","Mead",42,"Total Release","cfs",233400
"2704",1982,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.46294214878
"2705",1982,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.013133946547
"2706",1982,2,919,"Lake Powell","Powell",29,"Inflow","cfs",275429.84823
"2707",1982,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.54630713623
"2708",1982,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",192057.81111
"2709",1982,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.38094111321
"2710",1982,2,919,"Lake Powell","Powell",42,"Total Release","cfs",341390
"2711",1982,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.67713719019
"2712",1982,2,921,"Lake Mead","Mead",42,"Total Release","cfs",280920
"2713",1982,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.5571966941
"2714",1982,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.022447074262
"2715",1982,3,919,"Lake Powell","Powell",29,"Inflow","cfs",355604.91672
"2716",1982,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7053320661
"2717",1982,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",324582.00939
"2718",1982,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.6437990273
"2719",1982,3,919,"Lake Powell","Powell",42,"Total Release","cfs",256460
"2720",1982,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.50868099176
"2721",1982,3,921,"Lake Mead","Mead",42,"Total Release","cfs",399380
"2722",1982,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.79215867814
"2723",1982,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03558510875
"2724",1982,4,919,"Lake Powell","Powell",29,"Inflow","cfs",446566.32582
"2725",1982,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.88575138952
"2726",1982,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",457084.90737
"2727",1982,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.90661469297
"2728",1982,4,919,"Lake Powell","Powell",42,"Total Release","cfs",309380
"2729",1982,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.61364628146
"2730",1982,4,921,"Lake Mead","Mead",42,"Total Release","cfs",525550
"2731",1982,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0424132232
"2732",1982,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04403260328
"2733",1982,5,919,"Lake Powell","Powell",29,"Inflow","cfs",1010772.2712
"2734",1982,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.0048375615
"2735",1982,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1209381.9987
"2736",1982,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.3987742119
"2737",1982,5,919,"Lake Powell","Powell",42,"Total Release","cfs",310670
"2738",1982,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6162049591
"2739",1982,5,921,"Lake Mead","Mead",42,"Total Release","cfs",425150
"2740",1982,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8432727275
"2741",1982,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.07176692537
"2742",1982,6,919,"Lake Powell","Powell",29,"Inflow","cfs",1174231.5419
"2743",1982,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.3290542971
"2744",1982,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1520922.2206
"2745",1982,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.0167052307
"2746",1982,6,919,"Lake Powell","Powell",42,"Total Release","cfs",319720
"2747",1982,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6341553719
"2748",1982,6,921,"Lake Mead","Mead",42,"Total Release","cfs",320210
"2749",1982,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.6351272727
"2750",1982,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08928072603
"2751",1982,7,919,"Lake Powell","Powell",29,"Inflow","cfs",645528.3163
"2752",1982,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.2803867423
"2753",1982,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",949675.7208
"2754",1982,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.8836543232
"2755",1982,7,919,"Lake Powell","Powell",42,"Total Release","cfs",401719
"2756",1982,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7967980166
"2757",1982,7,921,"Lake Mead","Mead",42,"Total Release","cfs",370750
"2758",1982,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7353719009
"2759",1982,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08883603143
"2760",1982,8,919,"Lake Powell","Powell",29,"Inflow","cfs",448727.7659
"2761",1982,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.8900385438
"2762",1982,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",570279.29961
"2763",1982,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.1311324953
"2764",1982,8,919,"Lake Powell","Powell",42,"Total Release","cfs",462310
"2765",1982,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9169785127
"2766",1982,8,921,"Lake Mead","Mead",42,"Total Release","cfs",385390
"2767",1982,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7644099176
"2768",1982,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08172899232
"2769",1982,9,919,"Lake Powell","Powell",29,"Inflow","cfs",404172.53383
"2770",1982,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.8016645293
"2771",1982,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",417624.64166
"2772",1982,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.82834639654
"2773",1982,9,919,"Lake Powell","Powell",42,"Total Release","cfs",311240
"2774",1982,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6173355375
"2775",1982,9,921,"Lake Mead","Mead",42,"Total Release","cfs",196570
"2776",1982,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.38989090932
"2777",1982,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05197213339
"2778",1982,10,919,"Lake Powell","Powell",29,"Inflow","cfs",331503.56734
"2779",1982,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.65752773654
"2780",1982,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",289064.39552
"2781",1982,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.57335086696
"2782",1982,10,919,"Lake Powell","Powell",42,"Total Release","cfs",306880
"2783",1982,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.60868760335
"2784",1982,10,921,"Lake Mead","Mead",42,"Total Release","cfs",191280
"2785",1982,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.37939834728
"2786",1982,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04945924797
"2787",1982,11,919,"Lake Powell","Powell",29,"Inflow","cfs",224175.95431
"2788",1982,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.44464652062
"2789",1982,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",205610.28168
"2790",1982,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.4078220465
"2791",1982,11,919,"Lake Powell","Powell",42,"Total Release","cfs",294800
"2792",1982,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.58472727307
"2793",1982,11,921,"Lake Mead","Mead",42,"Total Release","cfs",195690
"2794",1982,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.38814545453
"2795",1982,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03904334983
"2796",1982,12,919,"Lake Powell","Powell",29,"Inflow","cfs",201588.70555
"2797",1982,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.39984536625
"2798",1982,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",160638.46962
"2799",1982,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.31862175805
"2800",1982,12,919,"Lake Powell","Powell",42,"Total Release","cfs",422410
"2801",1982,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8378380168
"2802",1982,12,921,"Lake Mead","Mead",42,"Total Release","cfs",200260
"2803",1982,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.39720991753
"2804",1983,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.013874049412
"2805",1983,1,919,"Lake Powell","Powell",29,"Inflow","cfs",352670.88326
"2806",1983,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.69951249567
"2807",1983,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",226631.97569
"2808",1983,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.4495179688
"2809",1983,1,919,"Lake Powell","Powell",42,"Total Release","cfs",460620
"2810",1983,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9136264464
"2811",1983,1,921,"Lake Mead","Mead",42,"Total Release","cfs",593000
"2812",1983,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.1761983472
"2813",1983,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.01501362645
"2814",1983,2,919,"Lake Powell","Powell",29,"Inflow","cfs",345631.82014
"2815",1983,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6855507174
"2816",1983,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",236528.10235
"2817",1983,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.46914664962
"2818",1983,2,919,"Lake Powell","Powell",42,"Total Release","cfs",433840
"2819",1983,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.860509091
"2820",1983,2,921,"Lake Mead","Mead",42,"Total Release","cfs",183850
"2821",1983,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.36466115721
"2822",1983,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.025602761931
"2823",1983,3,919,"Lake Powell","Powell",29,"Inflow","cfs",546828.5593
"2824",1983,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.0846186296
"2825",1983,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",505160.79698
"2826",1983,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.0019718287
"2827",1983,3,919,"Lake Powell","Powell",42,"Total Release","cfs",333000
"2828",1983,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6604958681
"2829",1983,3,921,"Lake Mead","Mead",42,"Total Release","cfs",319110
"2830",1983,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.63294545475
"2831",1983,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04075965374
"2832",1983,4,919,"Lake Powell","Powell",29,"Inflow","cfs",596189.4586
"2833",1983,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.182524546
"2834",1983,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",570073.14757
"2835",1983,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.1307235987
"2836",1983,4,919,"Lake Powell","Powell",42,"Total Release","cfs",479590
"2837",1983,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9512528925
"2838",1983,4,921,"Lake Mead","Mead",42,"Total Release","cfs",534380
"2839",1983,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0599272726
"2840",1983,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04986817395
"2841",1983,5,919,"Lake Powell","Powell",29,"Inflow","cfs",1435599.9214
"2842",1983,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.8474709183
"2843",1983,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1615901.4821
"2844",1983,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.2050938457
"2845",1983,5,919,"Lake Powell","Powell",42,"Total Release","cfs",634600
"2846",1983,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.2587107443
"2847",1983,5,921,"Lake Mead","Mead",42,"Total Release","cfs",613000
"2848",1983,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.2158677689
"2849",1983,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08196808159
"2850",1983,6,919,"Lake Powell","Powell",29,"Inflow","cfs",2773201.6242
"2851",1983,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",5.500565205
"2852",1983,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",3357485.5934
"2853",1983,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",6.659475564
"2854",1983,6,919,"Lake Powell","Powell",42,"Total Release","cfs",1670700
"2855",1983,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",3.3137851228
"2856",1983,6,921,"Lake Mead","Mead",42,"Total Release","cfs",951000
"2857",1983,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.8862809918
"2858",1983,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.10082687581
"2859",1983,7,919,"Lake Powell","Powell",29,"Inflow","cfs",1778655.4001
"2860",1983,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",3.5279115355
"2861",1983,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1788532.4687
"2862",1983,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.5475024189
"2863",1983,7,919,"Lake Powell","Powell",42,"Total Release","cfs",1698800
"2864",1983,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",3.3695206613
"2865",1983,7,921,"Lake Mead","Mead",42,"Total Release","cfs",1297500
"2866",1983,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.5735537194
"2867",1983,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.09932829529
"2868",1983,8,919,"Lake Powell","Powell",29,"Inflow","cfs",701093.4658
"2869",1983,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.3905986093
"2870",1983,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",649315.3408
"2871",1983,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.2878981969
"2872",1983,8,919,"Lake Powell","Powell",42,"Total Release","cfs",924300
"2873",1983,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.8333223143
"2874",1983,8,921,"Lake Mead","Mead",42,"Total Release","cfs",1221000
"2875",1983,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.4218181821
"2876",1983,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08896826652
"2877",1983,9,919,"Lake Powell","Powell",29,"Inflow","cfs",355042.53465
"2878",1983,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7042165969
"2879",1983,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",283014.49728
"2880",1983,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.56135106949
"2881",1983,9,919,"Lake Powell","Powell",42,"Total Release","cfs",801000
"2882",1983,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.5887603306
"2883",1983,9,921,"Lake Mead","Mead",42,"Total Release","cfs",1102500
"2884",1983,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.1867768593
"2885",1983,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05711295042
"2886",1983,10,919,"Lake Powell","Powell",29,"Inflow","cfs",459498.74604
"2887",1983,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.9114024707
"2888",1983,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",426951.82565
"2889",1983,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.8468465967
"2890",1983,10,919,"Lake Powell","Powell",42,"Total Release","cfs",399450
"2891",1983,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7922975209
"2892",1983,10,921,"Lake Mead","Mead",42,"Total Release","cfs",197910
"2893",1983,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.39254876033
"2894",1983,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05435616787
"2895",1983,11,919,"Lake Powell","Powell",29,"Inflow","cfs",404668.46818
"2896",1983,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.8026482008
"2897",1983,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",336531.0109
"2898",1983,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.6674995258
"2899",1983,11,919,"Lake Powell","Powell",42,"Total Release","cfs",491500
"2900",1983,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9748760334
"2901",1983,11,921,"Lake Mead","Mead",42,"Total Release","cfs",191290
"2902",1983,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.37941818196
"2903",1983,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04313466561
"2904",1983,12,919,"Lake Powell","Powell",29,"Inflow","cfs",389919.96085
"2905",1983,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7733949629
"2906",1983,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",274058.91504
"2907",1983,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.54358793106
"2908",1983,12,919,"Lake Powell","Powell",42,"Total Release","cfs",492210
"2909",1983,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.976284298
"2910",1983,12,921,"Lake Mead","Mead",42,"Total Release","cfs",233810
"2911",1983,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.46375537202
"2912",1984,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.013784489432
"2913",1984,1,919,"Lake Powell","Powell",29,"Inflow","cfs",352859.88023
"2914",1984,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.69988736577
"2915",1984,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",200361.100172
"2916",1984,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.39741044669
"2917",1984,1,919,"Lake Powell","Powell",42,"Total Release","cfs",725100
"2918",1984,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.4382148762
"2919",1984,1,921,"Lake Mead","Mead",42,"Total Release","cfs",952000
"2920",1984,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.888264463
"2921",1984,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.014663897891
"2922",1984,2,919,"Lake Powell","Powell",29,"Inflow","cfs",428132.599
"2923",1984,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.849188625
"2924",1984,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",241778.07711
"2925",1984,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.47955982248
"2926",1984,2,919,"Lake Powell","Powell",42,"Total Release","cfs",697400
"2927",1984,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.3832727272
"2928",1984,2,921,"Lake Mead","Mead",42,"Total Release","cfs",889700
"2929",1984,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.7646942149
"2930",1984,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.024318309385
"2931",1984,3,919,"Lake Powell","Powell",29,"Inflow","cfs",529311.83087
"2932",1984,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.0498747062
"2933",1984,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",383471.62775
"2934",1984,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.76060488146
"2935",1984,3,919,"Lake Powell","Powell",42,"Total Release","cfs",743400
"2936",1984,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.4745123965
"2937",1984,3,921,"Lake Mead","Mead",42,"Total Release","cfs",892400
"2938",1984,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.770049587
"2939",1984,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03787141206
"2940",1984,4,919,"Lake Powell","Powell",29,"Inflow","cfs",777429.6036
"2941",1984,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.5420091311
"2942",1984,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",767773.1838
"2943",1984,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.5228559019
"2944",1984,4,919,"Lake Powell","Powell",42,"Total Release","cfs",753000
"2945",1984,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.4935537186
"2946",1984,4,921,"Lake Mead","Mead",42,"Total Release","cfs",788600
"2947",1984,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.5641652891
"2948",1984,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04626942341
"2949",1984,5,919,"Lake Powell","Powell",29,"Inflow","cfs",2397381.9507
"2950",1984,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",4.7551377556
"2951",1984,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",2733944.5841
"2952",1984,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",5.4292664151
"2953",1984,5,919,"Lake Powell","Powell",42,"Total Release","cfs",1285000
"2954",1984,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",2.5487603307
"2955",1984,5,921,"Lake Mead","Mead",42,"Total Release","cfs",951600
"2956",1984,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.8874710744
"2957",1984,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.07900601124
"2958",1984,6,919,"Lake Powell","Powell",29,"Inflow","cfs",2467868.1479
"2959",1984,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",4.8949450856
"2960",1984,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",2855642.0552
"2961",1984,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",5.6879918908
"2962",1984,6,919,"Lake Powell","Powell",42,"Total Release","cfs",1280720
"2963",1984,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",2.5402710747
"2964",1984,6,921,"Lake Mead","Mead",42,"Total Release","cfs",1046700
"2965",1984,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.0760991738
"2966",1984,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.09755498735
"2967",1984,7,919,"Lake Powell","Powell",29,"Inflow","cfs",1238712.9228
"2968",1984,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.4569512535
"2969",1984,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1349153.0176
"2970",1984,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.6760059872
"2971",1984,7,919,"Lake Powell","Powell",42,"Total Release","cfs",1112700
"2972",1984,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",2.207008265
"2973",1984,7,921,"Lake Mead","Mead",42,"Total Release","cfs",1101500
"2974",1984,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",2.1847933885
"2975",1984,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.09652871205
"2976",1984,8,919,"Lake Powell","Powell",29,"Inflow","cfs",679224.9092
"2977",1984,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.3472229599
"2978",1984,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",694182.1372
"2979",1984,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.3768901898
"2980",1984,8,919,"Lake Powell","Powell",42,"Total Release","cfs",788300
"2981",1984,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.5635702486
"2982",1984,8,921,"Lake Mead","Mead",42,"Total Release","cfs",960500
"2983",1984,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.9051239672
"2984",1984,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08734667572
