"","WaterYear","Month","ResID","ResName","ResNameAbbrev","FieldID","FieldName","FieldUnits","MonthlyValue","Year","Date"
"1756",1973,4,919,"Lake Powell","Powell",42,"Total Release","cfs",845800,1973,1973-04-01
"1757",1973,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.6776198349,1973,1973-04-01
"1758",1973,4,921,"Lake Mead","Mead",42,"Total Release","cfs",436213,1973,1973-04-01
"1759",1973,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8652158679,1973,1973-04-01
"1760",1973,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.027438943751,1973,1973-05-01
"1761",1973,5,919,"Lake Powell","Powell",29,"Inflow","cfs",1579199.8718,1973,1973-05-01
"1762",1973,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",3.132297265,1973,1973-05-01
"1763",1973,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1948308.0701,1973,1973-05-01
"1764",1973,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.8644127014,1973,1973-05-01
"1765",1973,5,919,"Lake Powell","Powell",42,"Total Release","cfs",326620,1973,1973-05-01
"1766",1973,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.6478413225,1973,1973-05-01
"1767",1973,5,921,"Lake Mead","Mead",42,"Total Release","cfs",507775,1973,1973-05-01
"1768",1973,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",1.0071570251,1973,1973-05-01
"1769",1973,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.05065909563,1973,1973-06-01
"1770",1973,6,919,"Lake Powell","Powell",29,"Inflow","cfs",1571690.036,1973,1973-06-01
"1771",1973,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",3.1174017215,1973,1973-06-01
"1772",1973,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1931173.8767,1973,1973-06-01
"1773",1973,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.8304275248,1973,1973-06-01
"1774",1973,6,919,"Lake Powell","Powell",42,"Total Release","cfs",378450,1973,1973-06-01
"1775",1973,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.7506446283,1973,1973-06-01
"1776",1973,6,921,"Lake Mead","Mead",42,"Total Release","cfs",351275,1973,1973-06-01
"1777",1973,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.69674380176,1973,1973-06-01
"1778",1973,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06648666275,1973,1973-07-01
"1779",1973,7,919,"Lake Powell","Powell",29,"Inflow","cfs",943238.7259,1973,1973-07-01
"1780",1973,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.8708867293,1973,1973-07-01
"1781",1973,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1046970.4159,1973,1973-07-01
"1782",1973,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.076635536,1973,1973-07-01
"1783",1973,7,919,"Lake Powell","Powell",42,"Total Release","cfs",330810,1973,1973-07-01
"1784",1973,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.656152066,1973,1973-07-01
"1785",1973,7,921,"Lake Mead","Mead",42,"Total Release","cfs",414933,1973,1973-07-01
"1786",1973,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8230076036,1973,1973-07-01
"1787",1973,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06792110487,1973,1973-08-01
"1788",1973,8,919,"Lake Powell","Powell",29,"Inflow","cfs",437517.5739,1973,1973-08-01
"1789",1973,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.8678034516,1973,1973-08-01
"1790",1973,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",297094.83917,1973,1973-08-01
"1791",1973,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.58927901995,1973,1973-08-01
"1792",1973,8,919,"Lake Powell","Powell",42,"Total Release","cfs",285660,1973,1973-08-01
"1793",1973,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.56659834734,1973,1973-08-01
"1794",1973,8,921,"Lake Mead","Mead",42,"Total Release","cfs",429153,1973,1973-08-01
"1795",1973,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8512125622,1973,1973-08-01
"1796",1973,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06311530436,1973,1973-09-01
"1797",1973,9,919,"Lake Powell","Powell",29,"Inflow","cfs",327392.69095,1973,1973-09-01
"1798",1973,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6493739328,1973,1973-09-01
"1799",1973,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",220004.29137,1973,1973-09-01
"1800",1973,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.4363721482,1973,1973-09-01
"1801",1973,9,919,"Lake Powell","Powell",42,"Total Release","cfs",213890,1973,1973-09-01
"1802",1973,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.42424462825,1973,1973-09-01
"1803",1973,9,921,"Lake Mead","Mead",42,"Total Release","cfs",332371,1973,1973-09-01
"1804",1973,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.65924826474,1973,1973-09-01
"1805",1973,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03346514967,1972,1972-10-01
"1806",1973,10,919,"Lake Powell","Powell",29,"Inflow","cfs",559438.45041,1972,1972-10-01
"1807",1973,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.10962998427,1972,1972-10-01
"1808",1973,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",556802.94042,1972,1972-10-01
"1809",1973,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",1.10440252612,1972,1972-10-01
"1810",1973,10,919,"Lake Powell","Powell",42,"Total Release","cfs",318240,1972,1972-10-01
"1811",1973,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.63121983491,1972,1972-10-01
"1812",1973,10,921,"Lake Mead","Mead",42,"Total Release","cfs",260887,1972,1972-10-01
"1813",1973,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.51746181824,1972,1972-10-01
"1814",1973,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.033230709,1972,1972-11-01
"1815",1973,11,919,"Lake Powell","Powell",29,"Inflow","cfs",390142.8991,1972,1972-11-01
"1816",1973,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7738371553,1972,1972-11-01
"1817",1973,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",327433.43831,1972,1972-11-01
"1818",1973,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.649454754,1972,1972-11-01
"1819",1973,11,919,"Lake Powell","Powell",42,"Total Release","cfs",338410,1972,1972-11-01
"1820",1973,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.67122644623,1972,1972-11-01
"1821",1973,11,921,"Lake Mead","Mead",42,"Total Release","cfs",200137,1972,1972-11-01
"1822",1973,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.39696595063,1972,1972-11-01
"1823",1973,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.026334637314,1972,1972-12-01
"1824",1973,12,919,"Lake Powell","Powell",29,"Inflow","cfs",358620.8509,1972,1972-12-01
"1825",1973,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7113140838,1972,1972-12-01
"1826",1973,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",228903.51442,1972,1972-12-01
"1827",1973,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.45402349969,1972,1972-12-01
"1828",1973,12,919,"Lake Powell","Powell",42,"Total Release","cfs",512650,1972,1972-12-01
"1829",1973,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.01682644621,1972,1972-12-01
"1830",1973,12,921,"Lake Mead","Mead",42,"Total Release","cfs",191123,1972,1972-12-01
"1831",1973,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.37908694244,1972,1972-12-01
"1832",1974,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.010898635484,1974,1974-01-01
"1833",1974,1,919,"Lake Powell","Powell",29,"Inflow","cfs",341371.19121,1974,1974-01-01
"1834",1974,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6770998834,1974,1974-01-01
"1835",1974,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",190003.77949,1974,1974-01-01
"1836",1974,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.37686700094,1974,1974-01-01
"1837",1974,1,919,"Lake Powell","Powell",42,"Total Release","cfs",426510,1974,1974-01-01
"1838",1974,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.84597024803,1974,1974-01-01
"1839",1974,1,921,"Lake Mead","Mead",42,"Total Release","cfs",220024,1974,1974-01-01
"1840",1974,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.43641123986,1974,1974-01-01
"1841",1974,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.011919864449,1974,1974-02-01
"1842",1974,2,919,"Lake Powell","Powell",29,"Inflow","cfs",265819.59436,1974,1974-02-01
"1843",1974,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5272454759,1974,1974-02-01
"1844",1974,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",181021.10986,1974,1974-02-01
"1845",1974,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.35905013544,1974,1974-02-01
"1846",1974,2,919,"Lake Powell","Powell",42,"Total Release","cfs",150850,1974,1974-02-01
"1847",1974,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.29920661146,1974,1974-02-01
"1848",1974,2,921,"Lake Mead","Mead",42,"Total Release","cfs",296727,1974,1974-02-01
"1849",1974,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.58854942148,1974,1974-02-01
"1850",1974,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.020495167656,1974,1974-03-01
"1851",1974,3,919,"Lake Powell","Powell",29,"Inflow","cfs",380510.62212,1974,1974-03-01
"1852",1974,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7547318124,1974,1974-03-01
"1853",1974,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",362880.0357,1974,1974-03-01
"1854",1974,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.7197620547,1974,1974-03-01
"1855",1974,3,919,"Lake Powell","Powell",42,"Total Release","cfs",195860,1974,1974-03-01
"1856",1974,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.38848264473,1974,1974-03-01
"1857",1974,3,921,"Lake Mead","Mead",42,"Total Release","cfs",435381,1974,1974-03-01
"1858",1974,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.86356562,1974,1974-03-01
"1859",1974,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.0327398288,1974,1974-04-01
"1860",1974,4,919,"Lake Powell","Powell",29,"Inflow","cfs",337677.55967,1974,1974-04-01
"1861",1974,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6697736719,1974,1974-04-01
"1862",1974,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",381755.65455,1974,1974-04-01
"1863",1974,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.7572012985,1974,1974-04-01
"1864",1974,4,919,"Lake Powell","Powell",42,"Total Release","cfs",249330,1974,1974-04-01
"1865",1974,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.49453884317,1974,1974-04-01
"1866",1974,4,921,"Lake Mead","Mead",42,"Total Release","cfs",479390,1974,1974-04-01
"1867",1974,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9508561987,1974,1974-04-01
"1868",1974,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.0403948775,1974,1974-05-01
"1869",1974,5,919,"Lake Powell","Powell",29,"Inflow","cfs",1092011.1383,1974,1974-05-01
"1870",1974,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.1659725055,1974,1974-05-01
"1871",1974,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1322795.1525,1974,1974-05-01
"1872",1974,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.6237259222,1974,1974-05-01
"1873",1974,5,919,"Lake Powell","Powell",42,"Total Release","cfs",405070,1974,1974-05-01
"1874",1974,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8034446283,1974,1974-05-01
"1875",1974,5,921,"Lake Mead","Mead",42,"Total Release","cfs",484300,1974,1974-05-01
"1876",1974,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9605950415,1974,1974-05-01
"1877",1974,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06535128779,1974,1974-06-01
"1878",1974,6,919,"Lake Powell","Powell",29,"Inflow","cfs",893485.7162,1974,1974-06-01
"1879",1974,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.7722030728,1974,1974-06-01
"1880",1974,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1201212.5335,1974,1974-06-01
"1881",1974,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.3825703143,1974,1974-06-01
"1882",1974,6,919,"Lake Powell","Powell",42,"Total Release","cfs",460660,1974,1974-06-01
"1883",1974,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9137057852,1974,1974-06-01
"1884",1974,6,921,"Lake Mead","Mead",42,"Total Release","cfs",443803,1974,1974-06-01
"1885",1974,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8802704133,1974,1974-06-01
"1886",1974,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.07771224372,1974,1974-07-01
"1887",1974,7,919,"Lake Powell","Powell",29,"Inflow","cfs",365764.04802,1974,1974-07-01
"1888",1974,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7254824089,1974,1974-07-01
"1889",1974,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",472909.51568,1974,1974-07-01
"1890",1974,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.9380023456,1974,1974-07-01
"1891",1974,7,919,"Lake Powell","Powell",42,"Total Release","cfs",618300,1974,1974-07-01
"1892",1974,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.2263801654,1974,1974-07-01
"1893",1974,7,921,"Lake Mead","Mead",42,"Total Release","cfs",427482,1974,1974-07-01
"1894",1974,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8478981818,1974,1974-07-01
"1895",1974,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.07459335603,1974,1974-08-01
"1896",1974,8,919,"Lake Powell","Powell",29,"Inflow","cfs",208811.5003,1974,1974-08-01
"1897",1974,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.41417157103,1974,1974-08-01
"1898",1974,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",175990.49928,1974,1974-08-01
"1899",1974,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.34907206485,1974,1974-08-01
"1900",1974,8,919,"Lake Powell","Powell",42,"Total Release","cfs",611400,1974,1974-08-01
"1901",1974,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.212694215,1974,1974-08-01
"1902",1974,8,921,"Lake Mead","Mead",42,"Total Release","cfs",477628,1974,1974-08-01
"1903",1974,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9473613224,1974,1974-08-01
"1904",1974,9,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.06632025361,1974,1974-09-01
"1905",1974,9,919,"Lake Powell","Powell",29,"Inflow","cfs",193100.10286,1974,1974-09-01
"1906",1974,9,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.38300846877,1974,1974-09-01
"1907",1974,9,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",101414.8948854,1974,1974-09-01
"1908",1974,9,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.20115351044,1974,1974-09-01
"1909",1974,9,919,"Lake Powell","Powell",42,"Total Release","cfs",416590,1974,1974-09-01
"1910",1974,9,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.8262942151,1974,1974-09-01
"1911",1974,9,921,"Lake Mead","Mead",42,"Total Release","cfs",359774,1974,1974-09-01
"1912",1974,9,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.71360132234,1974,1974-09-01
"1913",1974,10,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04386665962,1973,1973-10-01
"1914",1974,10,919,"Lake Powell","Powell",29,"Inflow","cfs",296432.80748,1973,1973-10-01
"1915",1974,10,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5879658992,1973,1973-10-01
"1916",1974,10,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",218432.99216,1973,1973-10-01
"1917",1974,10,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.43325552194,1973,1973-10-01
"1918",1974,10,919,"Lake Powell","Powell",42,"Total Release","cfs",257050,1973,1973-10-01
"1919",1974,10,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.50985124001,1973,1973-10-01
"1920",1974,10,921,"Lake Mead","Mead",42,"Total Release","cfs",282261,1973,1973-10-01
"1921",1974,10,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.55985652908,1973,1973-10-01
"1922",1974,11,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.04223121013,1973,1973-11-01
"1923",1974,11,919,"Lake Powell","Powell",29,"Inflow","cfs",323072.61422,1973,1973-11-01
"1924",1974,11,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6408051853,1973,1973-11-01
"1925",1974,11,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",221252.07708,1973,1973-11-01
"1926",1974,11,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.43884709486,1973,1973-11-01
"1927",1974,11,919,"Lake Powell","Powell",42,"Total Release","cfs",207940,1973,1973-11-01
"1928",1974,11,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.41244297543,1973,1973-11-01
"1929",1974,11,921,"Lake Mead","Mead",42,"Total Release","cfs",265583,1973,1973-11-01
"1930",1974,11,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.52677619849,1973,1973-11-01
"1931",1974,12,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03415480187,1973,1973-12-01
"1932",1974,12,919,"Lake Powell","Powell",29,"Inflow","cfs",338029.26275,1973,1973-12-01
"1933",1974,12,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.6704712646,1973,1973-12-01
"1934",1974,12,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",196947.15195,1973,1973-12-01
"1935",1974,12,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.39063897916,1973,1973-12-01
"1936",1974,12,919,"Lake Powell","Powell",42,"Total Release","cfs",167920,1973,1973-12-01
"1937",1974,12,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.33306446288,1973,1973-12-01
"1938",1974,12,921,"Lake Mead","Mead",42,"Total Release","cfs",287820,1973,1973-12-01
"1939",1974,12,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.57088264469,1973,1973-12-01
"1940",1975,1,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.010825335843,1975,1975-01-01
"1941",1975,1,919,"Lake Powell","Powell",29,"Inflow","cfs",264459.79427,1975,1975-01-01
"1942",1975,1,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5245483524,1975,1975-01-01
"1943",1975,1,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",164013.935123,1975,1975-01-01
"1944",1975,1,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.32531689625,1975,1975-01-01
"1945",1975,1,919,"Lake Powell","Powell",42,"Total Release","cfs",387320,1975,1975-01-01
"1946",1975,1,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.76823801645,1975,1975-01-01
"1947",1975,1,921,"Lake Mead","Mead",42,"Total Release","cfs",259799,1975,1975-01-01
"1948",1975,1,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.51530380181,1975,1975-01-01
"1949",1975,2,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.011732237966,1975,1975-02-01
"1950",1975,2,919,"Lake Powell","Powell",29,"Inflow","cfs",266258.6492,1975,1975-02-01
"1951",1975,2,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.5281163286,1975,1975-02-01
"1952",1975,2,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",175779.37912,1975,1975-02-01
"1953",1975,2,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.34865331365,1975,1975-02-01
"1954",1975,2,919,"Lake Powell","Powell",42,"Total Release","cfs",280170,1975,1975-02-01
"1955",1975,2,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.55570909073,1975,1975-02-01
"1956",1975,2,921,"Lake Mead","Mead",42,"Total Release","cfs",310771,1975,1975-02-01
"1957",1975,2,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.61640528933,1975,1975-02-01
"1958",1975,3,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.019950273812,1975,1975-03-01
"1959",1975,3,919,"Lake Powell","Powell",29,"Inflow","cfs",313973.9215,1975,1975-03-01
"1960",1975,3,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.62275819129,1975,1975-03-01
"1961",1975,3,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",281447.12794,1975,1975-03-01
"1962",1975,3,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.5582422373,1975,1975-03-01
"1963",1975,3,919,"Lake Powell","Powell",42,"Total Release","cfs",255920,1975,1975-03-01
"1964",1975,3,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.50760991741,1975,1975-03-01
"1965",1975,3,921,"Lake Mead","Mead",42,"Total Release","cfs",377687,1975,1975-03-01
"1966",1975,3,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.7491312396,1975,1975-03-01
"1967",1975,4,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03166862935,1975,1975-04-01
"1968",1975,4,919,"Lake Powell","Powell",29,"Inflow","cfs",347068.24647,1975,1975-04-01
"1969",1975,4,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.68839982759,1975,1975-04-01
"1970",1975,4,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",365554.70678,1975,1975-04-01
"1971",1975,4,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.72506718715,1975,1975-04-01
"1972",1975,4,919,"Lake Powell","Powell",42,"Total Release","cfs",231340,1975,1975-04-01
"1973",1975,4,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.45885619862,1975,1975-04-01
"1974",1975,4,921,"Lake Mead","Mead",42,"Total Release","cfs",439175,1975,1975-04-01
"1975",1975,4,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8710909091,1975,1975-04-01
"1976",1975,5,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.03849356248,1975,1975-05-01
"1977",1975,5,919,"Lake Powell","Powell",29,"Inflow","cfs",942074.5794,1975,1975-05-01
"1978",1975,5,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",1.8685776781,1975,1975-05-01
"1979",1975,5,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1101966.8904,1975,1975-05-01
"1980",1975,5,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",2.1857194524,1975,1975-05-01
"1981",1975,5,919,"Lake Powell","Powell",42,"Total Release","cfs",449750,1975,1975-05-01
"1982",1975,5,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.892066116,1975,1975-05-01
"1983",1975,5,921,"Lake Mead","Mead",42,"Total Release","cfs",488304,1975,1975-05-01
"1984",1975,5,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.9685368597,1975,1975-05-01
"1985",1975,6,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.064028047,1975,1975-06-01
"1986",1975,6,919,"Lake Powell","Powell",29,"Inflow","cfs",1470087.8739,1975,1975-06-01
"1987",1975,6,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.915876775,1975,1975-06-01
"1988",1975,6,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1856567.1868,1975,1975-06-01
"1989",1975,6,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.6824473151,1975,1975-06-01
"1990",1975,6,919,"Lake Powell","Powell",42,"Total Release","cfs",497750,1975,1975-06-01
"1991",1975,6,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",0.9872727275,1975,1975-06-01
"1992",1975,6,921,"Lake Mead","Mead",42,"Total Release","cfs",406838,1975,1975-06-01
"1993",1975,6,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8069514053,1975,1975-06-01
"1994",1975,7,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08195947,1975,1975-07-01
"1995",1975,7,919,"Lake Powell","Powell",29,"Inflow","cfs",1168895.2497,1975,1975-07-01
"1996",1975,7,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",2.3184699166,1975,1975-07-01
"1997",1975,7,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",1564536.4316,1975,1975-07-01
"1998",1975,7,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",3.1032127565,1975,1975-07-01
"1999",1975,7,919,"Lake Powell","Powell",42,"Total Release","cfs",615500,1975,1975-07-01
"2000",1975,7,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.2208264464,1975,1975-07-01
"2001",1975,7,921,"Lake Mead","Mead",42,"Total Release","cfs",418643,1975,1975-07-01
"2002",1975,7,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8303662811,1975,1975-07-01
"2003",1975,8,919,"Lake Powell","Powell",25,"Evaporation","million acre-feet",0.08177283836,1975,1975-08-01
"2004",1975,8,919,"Lake Powell","Powell",29,"Inflow","cfs",378226.56018,1975,1975-08-01
"2005",1975,8,919,"Lake Powell","Powell",30,"Inflow Volume","million acre-feet",0.7502014417,1975,1975-08-01
"2006",1975,8,919,"Lake Powell","Powell",33,"Unregulated Inflow","cfs",328860.16479,1975,1975-08-01
"2007",1975,8,919,"Lake Powell","Powell",34,"Unregulated Inflow Volume","million acre-feet",0.6522846249,1975,1975-08-01
"2008",1975,8,919,"Lake Powell","Powell",42,"Total Release","cfs",515000,1975,1975-08-01
"2009",1975,8,919,"Lake Powell","Powell",43,"Release volume","million acre-feet",1.0214876031,1975,1975-08-01
"2010",1975,8,921,"Lake Mead","Mead",42,"Total Release","cfs",405907,1975,1975-08-01
"2011",1975,8,921,"Lake Mead","Mead",43,"Release volume","million acre-feet",0.8051047938,1975,1975-08-01
